smiles,mpK
C1COCCN1CCN,297
C1=C(C=C(C=C1Cl)Cl)Cl,337
O=Cc1cccc(C=O)c1,362
Cn3c1ccccc1c2ccccc23,364
O=C1NC(=O)NC(=O)C1(CC=C)C(C)C,414
C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,383
C1CC[C@H]2CCCC[C@@H]2C1,241
CCOC(=O)C(C(=O)OCC)NC(=O)C,371
C#CCCC(=O)O,329
C(CCCCCCO)CCCCCO,356
CC(C)[N+]([O-])=O,180
O=C1C=CC(=O)C=C1,387
CC(C)(C)c1ccccc1,213.5
Clc1cc2C(=NCc3nnc(C)n3c2cc1)c4ccccc4,501.25
CC1CC(C)C(C)C1,140.4
Cc1ccc2cccc(c2n1)O,345
C1CCC(=NO)C1,329
Cc1c(cccc1Cl)[N+]([O-])=O,309
COc1cc(ccc1OC)C(=O)OC,333
ClCc1cccc(CCl)c1,309
O=C(O)CCCCCCCCCCC,318
CC(=O)C(C)=O,270
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,248
C[C@@]12CC[C@@H](C1(C)C)CC2=O,451
Fc1ccc(cc1)C(=O)CCCN2CCC3(CC2)N(CNC3=O)c4ccccc4,463
c1cc(ccc1CCC(=O)O)O,402
Ic1cc(I)c(O)c(I)c1,431
C1CCN(CC1)CCO,289
COC(=O)CCCCCCCCCCC(=O)OC,303
C1CCCCC1NC2CCCCC2,272
CS,152
CC1(COC(=O)C1O)C,363
[O-][N+](=O)CCC(=O)O,337
c1cc(c(cc1[N+](=O)[O-])Cl)C(=O)N,443
COC(=O)c1c(c(c(c(c1Cl)Cl)C(=O)OC)Cl)Cl,430
c1ccc2c(c1)c3ccccc3s2,372
c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])C(=O)N,455
CC(C)(C)NCC(O)COc1ccccc1C2CCCC2,341
CCNc1nc(nc(n1)Cl)NCC,501
CC34CCC1C(CCC2=CC(=O)CCC12C)C3CCC4O,426
c1c4ccccc4cc3c1ccc2ccccc23,431
c1ccc2c(c1)[nH]c(=O)o2,413
NCCS,369
C(C(Br)(Br)Br)O,352
CC1(C(=O)NC(=O)N1)C,449
c1ccc(cc1)S(=O)(=O)c2ccc(cc2)Cl,365
c1ccc2c(c1)CCC2=O,313
c1ccc(cc1)OC(=O)c2ccccc2C(=O)Oc3ccccc3,348
c1ccc(cc1)C(=O)c2ccccc2C(=O)O,402
Cc1ccc(c(c1)C(=O)O)O,426
CC(=O)c1ccc(cc1O)O,417
Cc1ccccc1CBr,292
c1ccc2cc(c(cc2c1)O)O,437
c1ccc(cc1)c2cnc(o2)c3ccccc3,345
Cc1ccc2c(c1)nc(s2)C,313
Cc1ccccc1NC(=N)Nc2ccccc2C,450
c1c(cc(c(c1Cl)N)Cl)[N+](=O)[O-],462
C=Cc1ccc(cc1)[N+](=O)[O-],300
CCOc1ccc(cc1)[N+]([O-])=O,331
c1ccnc(c1)C#N,300
CC(C(=O)O)Oc1cccc(c1)Cl,388
c1cc(ccc1OCC(CO)O)Cl,353
C(CCl)C(=O)O,312
C(CSCCC(=O)O)C(=O)O,404
CCCCCCCCCCCCCCCCCC(=O)OCC,308
c1cc2ccc(cc2c(c1)N)O,481
Cc1nc2ccccc2s1,285
c1ccc2c(c1)C(=O)c3ccc(cc3C2=O)Cl,482
c1ccc(cc1)C(=O)c2ccc(cc2O)O,419
c1ccc(cc1)C(=O)Oc2cccc(c2)O,405
c1ccc(cc1)CNCCNCc2ccccc2,297
c1cc2cccc3Cc4cccc1c4c23,389
c1ccc2c(c1)ccc3c2nccc3,323
CC(=O)Nc1ccc(cc1)F,425
c1cc(c(cc1[N+](=O)[O-])F)O,392
c1ccc(c(c1)C(=O)O)C(F)(F)F,382
Cc1ccc(cc1F)N,306
CC(C)c2cc3ccc1c(cccc1C)c3cc2,372
CCCCCCCCCCCCCCCCCC(=O)CCCCCCCCCCCCCCCCC,360
CC(=O)c1ccc(c(c1O)O)O,444
CC(=O)Nc1ccccc1Cl,360
C1=CC(=O)NC1=O,365
CC(=O)Nc1ccccc1[N+](=O)[O-],365
COc1ccccc1OC(=O)Oc2ccccc2OC,360
Cc1cccc2c1cccc2C,353
c1cc(cc(c1)Cl)OCC(=O)O,381
CCCCNC(=O)N,368
C=CCSCC=C,190
Cc1c(cccc1[N+](=O)[O-])N,363
CN(C)c1cccc2c1cccc2S(=O)(=O)Cl,345
c1cc2cccnc2c(c1)[N+](=O)[O-],361
c1cc(c(cc1Br)C(=O)O)Br,428
c1cc(c2cccnc2c1)N,381
c1ccc2c(c1)ccc(n2)Cl,309
Cc1cccc(c1)c2cc(C)ccc2,280
O=[N+]([O-])c1cc(cc(N)c1)[N+]([O-])=O,434
OC(=O)c1ccc(C=O)cc1,520
c1cc(cc(c1)O)CC(=O)O,403
C(=O)NN,330
CC(C)(C)C#N,290
CC(C)CCC(=O)O,238
Cc1ccc(c(c1)O)[N+](=O)[O-],328
CC(C)(c1ccccc1)C(=O)O,354
Cc1ccc2cccc(c2n1)[N+](=O)[O-],411
c1ccc(cc1)SSc2ccccc2,333
Oc1c(Cl)ccc(Cl)c1Cl,329
Cc1cc(=O)cc(o1)C,407
CNc1ccc(Cl)cc1C(=O)c2ccccc2,367
C=Cn3c1ccccc1c2ccccc23,336
C[N+]([O-])(C)CCCCCCCCCCCC,405.5
CCCCCCCCCC(C)O,275
CCCCCCCCCCCC(C)O,298
COc1cccc(c1)CC(=O)O,343
c1cc(c(cc1CO)Cl)Cl,311
Cc1cccc(n1)N,316
CCCC#CCCC,170
COc1cc(O)ccc1OC,356
Clc1cc(ccc1)c2ccccc2,291
Cc1cccc(c1NC(=O)C)C,454
c1cc(nc(c1)Cl)Cl,359
CCCCCCCCOc1ccc(cc1)C(=O)O,376
c1cc(ccc1O)Sc2ccc(cc2)O,426
CCCCCCCCCCCCCCCCCCS,305
CCCCCCCCCCCCCCCCS,294
c1c(cc(c(c1C(=O)O)O)Br)Br,499
c1cc(c(cc1C(=O)O)Cl)O,442
Cc1c(cc(c(c1Br)O)Br)Br,355
c1cc(ccc1C(=O)NN)N,501
c1cc(ccc1C(=O)NN)Br,441
[O-]S(=O)(=O)CCN1CC[NH+](CC1)CCO,509
c1ccc(cc1)C(=O)c2ccncc2,343
O=S1(=O)CCN(CN1)CN2CCS(=O)(=O)NC2,427
c1cc(cc(c1)N=C=O)N=C=O,321
C1CC(=O)N(C1=O)Cl,421
CC(=O)Nc1ccc(cc1)C#N,478
c1cc(c(c(c1)Br)Cl)Cl,331
C(CC(CBr)(C#N)Br)C#N,323
c1cc(ccc1S)Br,348
CCC(=O)c1ccc(cc1)Br,319
c1ccc2c(c1)c(ccc2Br)Br,354
c1ccc(c(c1)C(=O)c2ccc(cc2)Cl)Cl,338
c1ccc(cc1)C(=O)Oc2cccc(c2)OC(=O)c3ccccc3,391
B(c1ccccc1)(O)O,490
c1c(c(cc(c1O)Cl)Cl)O,388
c1cc(c(c(c1)Cl)C(=O)O)F,431
c1ccc(c(c1)C(=O)N)F,389
Cc1cc(nc(n1)C)N,458
c1cc(ccc1C(=O)Cl)Br,313
Cc1ccc(cc1)S(=O)(=O)c2ccc(cc2)C,430
O=[N+]([O-])c1cccc(c1C(=O)O)C(=O)O,483
c1cc2cnccc2c(c1)[N+](=O)[O-],381
CCOC(=O)c1ccccc1[N+](=O)[O-],301
c1ccc2c(c1)c(ccn2)O,476
OCc1ccccc1CO,337
COC(=O)CC(=C)C(=O)OC,309
CCOC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],365
BrCc1cccc(c1)CBr,348
CCCCCCCCCCCCCCCCCC(=O)C,328
c1ccc(c(c1)C(=O)O)OCC(=O)O,462
CCCCCCCCCCCCCC(=O)N,379
CC(=O)c1ccc2ccccc2c1O,372
OCc1ccc(Br)cc1,349
Cc1c(=O)[nH]c(=O)[nH]n1,486
Clc1cc2c(cc1Cl)C(=O)OC2=O,459
CC(C)(C)c1ccc(c(c1)N)O,436
c2cc1c(ccnc1c3nccc(c23)c4ccccc4)c5ccccc5,491
CCOc1ccc(cc1)C(=O)C,310
CC(C)(C)c1cc(cc(c1O)C(C)(C)C)C=O,461
c1cc(ccc1C(c2ccc(cc2)O)(C(F)(F)F)C(F)(F)F)O,433
c1ccc(c(c1)[N+](=O)[O-])F,265
c1ccc(cc1)P(CP(c2ccccc2)c3ccccc3)c4ccccc4,392
c1cc2c(cc[nH]2)c(c1)O,371
c1cc(c(cc1C(=O)O)N)Cl,489
Cc2nc(oc2c1ccccc1)c3ccc(cc3)c4nc(C)c(o4)c5ccccc5,505
c1c(c(sc1Br)Br)Br,300
c1ccc(cc1)Cn2ccnc2,344
Cc1c(cccc1OC)[N+](=O)[O-],326
COC(=O)c1cc(ccc1N)Cl,342
COc1cccc(c1)C(=O)NN,365
c1cc(cc(c1)N)CO,366
Clc1cc(C#N)cc(Cl)c1,337
c1cc(sc1)S(=O)(=O)Cl,303
OC2C1CCC(C1)C2O,414
C#CC1(CCCC1)O,298
c1ccc2c(c1)-c3ccccc3C2CO,377
c1cc(ncc1C(F)(F)F)Cl,304
CCOC(=O)C(=Cc1ccccc1)C(=O)OCC,303
Cc1nnc(s1)C,336
CC(C)C(O)C(C)(C)C,260
CCN1CCNC(=O)C1=O,383
c1cc(c(cc1F)[N+](=O)[O-])O,348
c1ccc(cc1)C(=O)CCC(=O)c2ccccc2,419
C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2,503
c1cc2c(cc1[N+](=O)[O-])C(=O)OC2,416
c1cc(cc(c1)I)C=O,329
CC(C)(C)c1cc2nc(oc2cc1)c3ccc(s3)c4oc5ccc(cc5n4)C(C)(C)C,472
CCOC(=O)c1csc(n1)C,328
c1ccc2c(c1)CC(=O)N2,399
CCCC#CC(=O)O,298
c1cc(c(c(c1)F)F)C(=O)O,435
C[C@]12CC[C@H](C1(C)C)CC2=O,451
O=C(O)[C@H](O)[C@@H](O)C(O)=O,444
c1c(cc(c(c1F)C(=O)O)F)F,414
c1cc(cc(c1)Br)C(=O)NN,429
c1c(c(cc(c1F)F)F)C(=O)O,371
Fc1c(C#N)c(F)c(C#N)c(F)c1F,352
COc1cc(ccc1O)/C=C/CO,349
CCCCNC(=S)NCCCC,339
O=C1CC2CC(OCCC)CCC2(C)C2CCC3(C)C(CCC3OCCC)C12,434
O[C@@H](C=O)[C@H](O)[C@H](O)CO,355
O=[N+]([O-])c1ccc(cc1)C=NO,403
c1ccc(cc1)C(=O)/C=N/O,400
O=C(Nc1ccc(C)cc1)c1ccccc1,429
Oc3ccc1ccccc1c3/N=N/c2ccccc2,405
C(CCO)CCO,257
c1ccnc(c1)c2ccccn2,343
CC1=CC(=O)C(C(=O)O1)C(=O)C,384
O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)[C@H]1OC[C@H](O)[C@H]1O,330
c1cnccc1c2ccncc2,386
c1ccc2c(c1)nccn2,303
O=[N+]([O-])c1cc(Br)ccc1,327
c1cc(c(cc1Cl)C=O)Cl,329
c1cc(c(c(c1)[N+](=O)[O-])Cl)[N+](=O)[O-],359
C1C2C(C(C1Cl)Cl)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,377
c1cc(c(c(c1)O)O)C(=O)O,479
Clc1ccc(Cl)c(O)c1,330
OCc1cc(O)ccc1,345
C(CCC(=O)O)CCC(=O)O,377
OC(=O)c1cc(Cl)ccc1,429
O=C(O)C(O)CC(=O)O,403
Oc1cccc2cccnc12,349
O=S(N)(=O)c1nnc(NC(C)=O)s1,533.5
O=C2C(N)=C(C)N(C)N2c1ccccc1,380
Oc2cccc1Cc3cccc(O)c3C(=O)c12,454
CC(C)(C)c1cc(O)c(cc1O)C(C)(C)C,491
OCc1ccccc1O,358
Clc1cc(cc(Cl)c1)C(=O)O,459
BrC(Cl)Cl,218
CCC1(CC)C(=O)CCNC1=O,375
CC(C)CBr,155
CC(C)CN,188
ClCC(Cl)Cl,238
COc1ccccc1c2ccccc2,303
O=C(C)Nc1ccccc1C(=O)O,457
c1cc(c(cc1Cl)[N+](=O)[O-])O,360
O=C1c3ccccc3Cc2ccccc12,429.5
CC(=O)c1ccc(cc1)c2ccccc2,393
COc1ccc2ccccc2c1,347
c1ccc2c(c1)ccc(n2)C(=O)O,431
c1ccc2c(c1)ccs2,303
Nc1cc(N)c(C)cc1,370
CC(C)(C)c1cc(ccc1O)C(C)(C)C,327.5
O=S(=O)(N)c1ccccc1,424
OC(=O)c1cc(N)ccc1,446
Cc1ccc(cc1N)[N+]([O-])=O,380.5
O=C(CBr)c1ccc(Br)cc1,382
O(P(Oc1ccccc1)Oc2ccccc2)c3ccccc3,296
CCCCCCCCCCCCCCCCC=C,289
OC(=O)c1ccccc1C=O,370
O=[N+]([O-])c1ccc(cc1)C(Cl)=O,348
Oc1ccc(C=O)cc1O,427
c1cnccn1,328
O[C@@H]([C@H](C)NC)c1ccccc1,309
CC(CN1CCOCC1)C(C(=O)N2CCCC2)(c3ccccc3)c4ccccc4,453
C1C(=O)NC(=O)N1,495
Cc1cc(c(c(c1)C)C(=O)O)C,427
Cc1cc(S)c(S)cc1,304
S=C=Nc2cccc1ccccc12,331
OC(=O)c1ccc(cc1)C(C)=O,482
Oc1cc(Cl)cc(Cl)c1,341
Oc1cccc(O)c1C,391
Cc1ccc(c(c1)C(=O)O)C,407
O=[N+]([O-])c1ccccc1CO,345
Brc1cc(Br)c(N)cc1,351
O=[N+]([O-])c1cc(CCl)ccc1,320
COC(=O)c1ccc(cc1)Br,352
Oc1cccc(NC(C)=O)c1,419
Nc1cc(Cl)cc(Cl)c1,326
CCCCCCCBr,215
CCCCCCCCI,227
CCCCCCCCCCCCCCCCCCCCC,312
O=Cc1ccc(Cl)cc1Cl,346
c1ccc2c(c1)c3c([nH]2)CCCC3,392
N#Cc2c3ccccc3cc1ccccc12,448
c1ccc(cc1)c2ccc(cc2)I,385
Nc4ccc1ccc2cccc3ccc4c1c23,389
OC1CCCCCCCCCCC1,349
CCCCCCCCCCC(=O)C,292
Nc1ccc(Br)c(C)c1,352
Oc1ccc(CC#N)cc1,344
BrC(Br)Cl,251
Cc1cccc(Cl)c1Cl,279
OCCCCCCCCCCO,345
c1ccc(cc1)C(=O)Oc2ccc3ccccc3c2,380
CC(C)(C)c1ccc(N)cc1,288
Cc1cncnc1,303
ClCC(CCl)(CCl)CCl,368
Cc1ccc(cc1Br)[N+]([O-])=O,349
CC(C(C(=O)O)Br)Br,359
COc1ccccc1c2ccccc2OC,427
Sc1nc2ccccc2s1,452
CC(=O)Nc1ccc(cc1F)Cl,429
Sc1ccccn1,402
Nc1ccc(cc1N)[N+]([O-])=O,472
O=C(N[C@@H](c1ccccc1)[C@@H](O)C(=O)O[C@H]5C[C@@]6(O)[C@@H](OC(=O)c2ccccc2)[C@H]4[C@@](C)([C@@H](O)C[C@H]3OC[C@]34OC(C)=O)C(=O)[C@H](OC(C)=O)C(=C5C)C6(C)C)c7ccccc7,487.5
O=C(CCCCC(=O)OCC)OCC,255
CC(=O)c1ccc(cc1)Cl,292
O=C2c1ccccc1C(=O)c3ccccc23,557
Nc1cccc(N)c1,338
ClCc1ccccc1,230
Fc1ccc(cc1)[N+](=O)[O-],294
ClC(Cl)(Cl)C#N,231
Cc1cc(C)c(Br)cc1C,344
N#CCC#N,307
COc1ccc(CO)cc1,299
Brc1cc(Br)cc(Br)c1N,394
FC(F)(F)C(=O)OC(=O)C(F)(F)F,210
N#CCCC#N,329
CCOc1ccc(cc1)OCC,343
Nc1cccc(Cl)c1Cl,297
O=Cc1ccccc1Br,295
COc1cc(ccc1OC)C(C)=O,324
CC(N)=O,354
Cc1ccccc1,180
N#Cc1c(Cl)cccc1Cl,417
NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2C(F)(F)F,545
CC(C)O,183
Nc1ccccc1O,449
ClCCl,176
CC2(C)C(=C)C1CCC2C1,323
Nc1ccc(Cl)cc1[N+]([O-])=O,389.5
Cc1ccc(cc1C)[N+](=O)[O-],303.5
O=[N+]([O-])c1ccc(CCl)cc1,344
CCC(=O)CCCC,234
CCCCNCCCC,213
CCCCCCCCCCCCO,297
C1CCCCCCCCCCC1,334
Ic1ccc(O)cc1,365
COc1ccccc1C(=O)O,372
Nc1cccc(O)c1,398
N#Cc1ccc(C#N)cc1,498.5
O=Cc1ccc(C=O)cc1,389
COc1c(cc(cc1OC)C(=O)OC)OC,357
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,315
C1=CC=C(C=C1)C2=CC(=C(C=C2Cl)Cl)Cl,351
O=[N+]([O-])c1cc(ccc1)C(=O)OC,351
O=C(C)c1ccc(C#N)cc1,331
Nc1ccc(CC#N)cc1,318
C[C@@H](c1ccc2cc(ccc2c1)OC)C(=O)O,428
COc1ccc(/C=C/C)cc1,294
O=C(/C=C/C(=O)OCC)OCC,274
Oc1cccc(O)c1O,405
CC(C)(C)c1ccc(cc1)O,372
OCCOc1ccccc1,285
Oc1ccccc1C(=O)OC,264
BrCc1ccccc1,270
O=[N+]([O-])c1ccccc1N,345
O=[N+]([O-])c1ccccc1Cl,305
CC(=O)CC(=O)OCC,230
Nc1ccc(OC)cc1,330
Clc1ccc(Cl)c(N)c1,321
COc1ccc(C=O)cc1,272
Nc1ccccc1C(=O)OCC,286
CC(=O)/C=C/c1ccccc1,314
N(=N/c1ccccc1)c2ccccc2,341.5
CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,411
C1=C(C(=NC(=N1)O)O)F,556
CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,380
CC(C)NCC(O)COc1cccc2[nH]ccc12,443
C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N,463
CN(C)C(=O)NC1=CC=CC=C1,405
CCCCCCCCCCC=C,238
C1=CC=C(C(=C1)C(=O)O)[N+](=O)[O-],419
O=[N+]([O-])c1ccccc1CC#N,357
COC(=O)/C=C/C(=O)OC,377
Cc1ccc(c(c1)O)C,349
Oc1ccc(cc1)c2ccccc2,440
CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,432
Oc1cc(Cl)c(Cl)cc1,340
Oc1ccc(OC)cc1,329
C1=CC(=CC(=C1)Br)C(=O)O,430
C1=CC=C(C=C1)NC2=CC=CC=C2,326
C1=C(C=C(C=C1Br)Br)Br,395
O=C(O)/C=C/c1ccccc1,406
Oc1cc(Cl)ccc1,306
CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,449
C1=CC=C(C(=C1)C(=O)N)O,415
C1=CC=C(C=C1)C2=CC=CC=C2,342
O=[N+]([O-])c1ccccc1O,317
C1=CC=C2C(=C1)C=CC3=CC=CC=C32,374
CCCCCCCCCCCCCCCCCCCCO,337
O=C(O)C1CCC(C(=O)O)(C)C1(C)C,460
c1ccc(c(c1)Br)Br,278
FC(F)(F)c1ccccc1,246
O=Cc1ccco1,237
CCCCCC(=O)O,270
CCCCCCCC=C,192
c1ccc2c(c1)cccc2C(=O)N,481
C=C(c1ccccc1)c2ccccc2,279
CC=Cc1ccccc1,244
O=C(C=C/C(=O)OCC)OCC,263
OCCOCCOCCOCCO,267
c1ccc(c(=O)cc1)O,326
Fc1ccccc1,233
Fc1c(F)c(F)c(F)c(O)c1F,308
CCCCCCCCCCCCCCCCCCCCCCCCCCCCC,339
O=C(OC)C(=O)OC,325
O=[N+]([O-])c1cc(C)ccc1[N+]([O-])=O,329
CCC(=O)c1ccc(cc1)Cl,308
N#Cc1cc(N)ccc1,325
CC(C)c1ccc(O)cc1,334
CC(C)C(=O)c1ccccc1,274
c1cc(ccc1)C2CCCCC2,278
CCCCCCCCC(=O)O,283
O=C(CCCCC(=O)OC)OC,281
CC[SiH2]CC,141
COc1cc(cc(c1OC)OC)C(=O)O,443
CN2C(=C(O)c1ccccc1S2(=O)=O)C(=O)Nc3ccccn3,471
C1=CC(=C(C(=C1)Cl)Cl)Cl,326
Cc1cc(cnc1)C,264
c1ccc(cc1)Cc2ccncc2,283
CC/C=C/CC,160
CC1=CC=C(C=C1)C(=O)O,454
CC(=O)NO,361
CC1(C(=O)NC(=O)O1)C,352
Clc2c(Cc1c(O)c(Cl)cc(Cl)c1Cl)c(O)c(Cl)cc2Cl,437
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,461
c1ccc(cc1)[Si](c2ccccc2)(c3ccccc3)Cl,367
c1cc(ccc1C(=O)c2ccc(cc2)Cl)Cl,418
c1ccc2cc(c(cc2c1)C(=O)O)O,493
c1cc(c(cc1[N+](=O)[O-])C(=O)O)O,505
CC(C)C(=O)OC(=O)C(C)C,217
c1cc(ccc1C(=O)Cl)C(=O)Cl,354
c1ccc(cc1)NC(=Nc2ccccc2)Nc3ccccc3,417
O=NN1CN2CN(C1)CN(C2)N=O,480
c1cc(ccc1Cc2ccc(cc2)N)N,363
c1ccc(cc1)Cc2ccccn2,283
c1cnc(nc1)N,398
CC(CNCC(C)O)O,315
Cc1ccc(c(c1)[N+](=O)[O-])O,307
c1ccc2Sc3ccccc3Oc2c1,332.5
c1ccc(c(c1)C(=O)O)F,397
C1CC(=O)CC(=O)C1,376
c1cc(oc1)C(C(=O)c2ccco2)O,411
COc1ccc(cc1Cl)Cl,299
c1ccc2c(c1)cc(cn2)N,367
C1CC(=O)NC1=O,397
C(CBr)C(=O)O,333
c1cc(sc1)[N+](=O)[O-],317
Cc1cc2ncccc2cc1,309.5
CCNC(=O)NCC,383
CCCCCCCCCCCCCCCCCCCCCCCCCCCC,335
CCCCCCCCCCCCCCCCCCCCCCO,343
C1CCNC(=O)C1,310
c1ccc(cc1)CSc2ccccc2,314
OC1CCCCC1O,373
Cc1cccnc1N,304
c1cc(ccc1N=C=S)Br,331
CC(=O)CC(C)(C)NC(=O)C=C,328
CC1(C)CC(C)(c2ccccc21)c1ccccc1,323
CC(C)(CC(=O)O)CC(=O)O,374
COc1ccc(N)cc1Cl,323
c1(c(c(sc1Cl)Cl)Cl)Cl,301
O=[N+]([O-])c1c(C)ccc2C(=O)c3ccccc3C(=O)c12,541
c1c(cc(cc1Cl)Cl)CO,351
C(CCCCC(=O)Cl)CCCC(=O)Cl,268
CC(C)(C)c1cc(cc(c1O)C(C)(C)C)CN(C)C,364
C1CNCCNC1,314
Cc1ccc(cc1)C(=O)c2ccc(cc2)C,367
O=C(NC)NC(=O)C,451
COc1ccc(cc1)C(=O)OC(=O)c2ccc(cc2)OC,370
COC(=O)c1cc2ccccc2cc1O,346
c1ccc(c(c1)[N+](=O)[O-])SSc2ccccc2[N+](=O)[O-],467
CC(=C)c1ccc(cc1)C(=C)C,339
c1(c(c(sc1Br)Br)Br)Br,388
CC(=O)O[Si](C)(OC(=O)C)OC(=O)C,316
c1c(nc(cn1)Cl)Cl,327
COc1ccc(c(c1)OC)[N+](=O)[O-],347
O=C(OC(C)(C)C)N[C@H](C(=O)O)C,352.5
c1c(cc(c(c1Cl)Cl)Cl)[N+](=O)[O-],343
c1cc2c(cc1N)CCC2,308
COC(C(=O)c1ccccc1)c2ccccc2,320
Br[C@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,362.5
c1cc(oc1CO)C=O,307
C[Si](c1ccccc1)(c2ccccc2)c3ccccc3,340
COc1ccc(c(c1)N)OC,353
c1c(c(cc(c1Cl)Cl)Cl)N,367
BrCc1ccc(cc1)CBr,415
Clc1cc(Cl)ccc1OCC(=O)O,411
O=C(N)c1cc(N)ccc1,388
COc1ccccc1OCC(CO)O,354
OC(=O)CCc2nc(c1ccccc1)c(o2)c3ccccc3,434
C1CCCc2nnnn2C1,330.5
O=S(=O)(OCC)c1ccc(C)cc1,307
Cc2cnc1ccccc12,368
COc1cccc(OC)c1O,328
O=C(C)c1ccc(O)cc1,381
Oc1ccc(cc1OC)C(=O)O,484.5
CN(C)c2ccc(/N=N/c1ccccc1C(=O)O)cc2,453.5
COc1cc(cc(OC)c1O)C(=O)O,478
O=C(CCl)c1ccccc1,328
CC(=CC(=O)O)C,340
O=[N+]([O-])c1ccccc1C=O,319
Cc1ccc(CO)cc1,334
c1cc(ccc1Oc2ccc(cc2)Br)Br,331
CC(C)(C)c1cccc(c1O)C(C)(C)C,309.5
O=C4OC1(OC=C(C1=O)c2ccccc2)c3ccccc34,428
c1ccc(cc1)C(=O)CC#N,354
Cc1ccc(Cl)c(N)c1,304
O=C1C=C(C)C(=O)C(C)=C1,343
OC(=O)c1ccccc1C(C)=O,389
O=[N+]([O-])c1ccc(CO)cc1,367
COc1ccc(cc1O)[C@@H]2CC(=O)c3c(cc(cc3O2)O)O,503
C=Cc1ccc(cc1)N,297
OC3c1ccccc1c2ccccc23,426.5
S=C(Nc1ccccc1)Nc2ccccc2,427
COc1ccc2C[C@H]4N(C)CC[C@@]35[C@@H](Oc1c23)[C@@H](O)C=C[C@@H]45,428
NCCCCCCN,312
Nc1cc(Br)ccc1,290
Clc1cc(Cl)c(N)cc1,334
CC(C)c1ccc(C)cc1O,322
O=C(C)c1cc(N)ccc1,370
COc1cc(cc(OC)c1)OC,326
COc1ccc(C#N)cc1,332
c1ccc2c(c1)C(=O)OC2(c3ccc(cc3)O)c4ccc(cc4)O,533
C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)[N+](=O)[O-],417
Nc2ccccc2c1ccccc1,324.5
C=CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,429
Cc1ccc(cc1[N+](=O)[O-])[N+]([O-])=O,341.5
O=[N+]([O-])c1ccc(cc1)C(N)=O,475.5
N#Cc1cc(O)ccc1,355
Nc1ccc(Cl)cc1,345.5
C1=CC(=CC=C1C(=O)O)O,489
COc1cc(ccc1O)/C=C/C(=O)c2ccccc2O,401
C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2,473
C1=CC(=C(C=C1Br)Br)Br,317
O=Cc1ccc(Cl)cc1,319
C1=CC=C2C(=C1)C3=CC=CC=C3C4=CC=CC=C24,470
CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)N,508
NCCN,281.5
c1cc(cc(c1)[N+](=O)[O-])C(F)(F)F,268
O=C(C(c1ccccc1)(c2ccccc2)C[C@@H](N(C)C)C)CC,371.85
OC(C(=O)O)(c1ccccc1)c2ccccc2,424.5
C1=CC2=C3C4=C1C=CC5=C4C6=C(C=C5)C=CC7=C6C3=C(C=C2)C=C7,711
C=Cc1ccc(cc1)Br,278
c1ccc2cc(ccc2c1)OCCO,347
c1ccc2c(c1)CCC2O,325
O=[N+]([O-])c1ccc(cc1)C(C)=O,353
Oc1ccccc1Cl,280
c1ccc(cc1)[Si](c2ccccc2)(c3ccccc3)O,425
CCCCCCCO,237
CC(=O)C(=O)O,285
CCCCCCCCCC#N,258
CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,349
C1=CC(=CC=C1Cl)Cl,328
C1CCC(C1)N,188
Cc1cccc(c1O)O,338
CCCCCCCCCc1ccc(cc1)O,318
c1csc(n1)N,363
NC(=O)NO,417
C1C(=O)NC(=O)S1,398
C(C(C(=O)O)S)C(=O)O,425
c1ccc(cc1)Nc2ccc(cc2)Nc3ccccc3,420
C(C(=O)N)Cl,391
CC(C)(c1ccc(cc1)O)c2ccc(cc2)O,429
c1ccc2c(c1)C(=O)c3c(ccc(c3C2=O)O)O,470
c1cc2cccc3c2c(c1)C(=O)C3=O,531
c1c(cc(c(c1C=O)O)Br)Br,356
O=C1c2ccccc2NC1=O,473
